source,target,length
41812221,330683940,15
3846108779,8703186571,15
8142883224,5013837645,15
42607083,8703186569,15
41588834,41573841,15
41632054,41573841,15
3629769362,41573941,15
41670746,2714317928,15
41785415,41573960,15
5065152550,2974049890,15
3931741106,8703186571,15
42485548,5013837645,15
41958385,330683940,15
6503113508,2974049890,15
3846116061,8703186569,15
41493557,41573941,15
41896388,41501559,15
338037231,2714317928,15
41641157,8703186571,15
8660637464,41573941,15
8660637463,41573941,15
8112956753,41573995,15
41724430,41573941,15
42477668,41573941,15
41520593,330683940,15
2294793433,2714317928,15
41855869,5078563599,15
41693604,41573941,15
41553422,41501559,15
42404992,41573941,15
41520611,41501559,15
5902782686,41501559,15
41660279,41573941,15
42438925,2974049890,15
42417681,2974049890,15
41495378,41573941,15
41495364,7241586275,15
41691952,41573941,15
1507966902,7243234049,15
41520587,330683940,15
317640133,8703186571,15
42438996,41573941,15
41691942,41573941,15
42271588,41573941,15
8660516973,41573941,15
41594792,5078563599,15
41691921,41573941,15
41578407,2714317928,15
3363564253,8703186571,15
252358966,8703186569,15
41611274,330683940,15
41757565,2974049890,15
41567359,2974049890,15
41495425,41573941,15
41495559,41501559,15
42454724,41573841,15
2488364143,41573995,15
41766599,41501559,15
42454771,41573941,15
7265484503,41501559,15
42454788,41494603,15
5900004680,41501559,15
2376762094,41501559,15
41677348,5078563599,15
41495571,41501559,15
41495565,41501559,15
42019845,2974049890,15
9000423514,8703186571,15
42019830,2974049890,15
41714388,41573995,15
939787183,2974049890,15
42019767,8703186571,15
41520780,41573941,15
41677326,5078563599,15
41692077,41573841,15
5636780557,41573995,15
7590687558,2714317928,15
42454589,8703186571,15
41598774,41501559,15
41710746,5078563599,15
41448046,41494603,15
3363564066,41573841,15
41751216,5013837645,15
255738740,41573841,15
6425079897,41573995,15
255815786,41573985,15
2301448826,8703186571,15
41190622,2974049890,15
41724446,41573941,15
42430525,41573841,15
3712512239,7241586275,15
41520484,2974049890,15
42347046,330683940,15
41740836,5078563599,15
42347048,330683940,15
3519328473,41573985,15
7393366727,2714317928,15
41969030,41501559,14
42229836,7243234049,14
41238930,41573995,14
41495421,41573941,14
41553420,41501559,14
41683251,8703186571,14
41693601,41573941,14
5727275321,2714317928,14
41495444,5078563599,14
252358781,8703186571,14
42233483,41494603,14
41848955,41588018,14
5636780531,41573995,14
41553428,41501559,14
42001886,2974049890,14
42001878,41573941,14
42001846,41573941,14
42001954,2974049890,14
42652528,5078563599,14
41567356,2974049890,14
5206122454,41573841,14
41844609,2714317928,14
41633364,2974049890,14
42625414,5078563599,14
3629372282,41501559,14
41896237,5078563599,14
41875709,330683940,14
41655994,41501559,14
3857581413,41573941,14
41969478,41573985,14
41567517,2974049890,14
41582945,8703186569,14
41351447,41573941,14
3983112286,41573941,14
41730230,41573941,14
2821297203,5013837645,14
42516866,41573941,14
41553003,41573941,14
41567523,2974049890,14
255915428,7243234049,14
41956752,41573841,14
41495362,7241586275,14
4341929503,41501559,14
4167931449,41573941,14
41969470,41573985,14
3983154743,41573949,14
41884298,8703186569,14
42482810,8703186569,14
41660278,41573941,14
41190815,41573941,14
5902782685,41501559,14
41884283,8703186571,14
8660516951,41573941,14
42404993,41573941,14
42306175,2714317928,14
41590403,330683940,14
41709961,2714317928,14
41859653,8703186571,14
41855860,5078563599,14
41633784,2974049890,14
42001755,2714317928,14
317690728,8703186571,14
41495450,5078563599,14
41926915,41501559,14
41640283,5078563599,14
41785416,41573960,14
8660516917,41573941,14
41708817,8703186571,14
41633646,41501559,14
317260785,41573841,14
42454866,5013837645,14
8660637441,41573941,14
42646202,2974049890,14
41896376,41501559,14
41740832,5078563599,14
42446282,2714317928,14
41751223,5013837645,14
5636780565,41573995,14
41766598,41501559,14
41476783,7243234049,14
41495634,7241586275,14
41588831,41494603,14
8905862398,41573941,14
3520950477,5078563599,14
41918824,41501559,14
42396918,41573941,14
2488364135,5013837645,14
5636765543,5013837645,14
5636765552,41573985,14
42376156,41501559,14
41896350,41573941,14
2488364145,41573995,14
41812218,330683940,14
41954503,41501559,14
9055770761,2974049890,14
42679711,41501559,14
41677328,5078563599,14
42376169,41501559,14
41819073,5078563599,14
330673799,41573985,14
6442049052,2714317928,14
41495455,41573841,14
41750531,41573941,14
5636780550,41573995,14
42211701,5078563599,14
42211697,5078563599,14
41495459,41573841,14
41979507,41573841,14
8660637465,41573941,14
42708576,41573941,14
8444584097,2714317928,14
41520777,41573941,14
41567896,2974049890,14
3643264305,2974049890,14
42440950,8703186569,14
42441001,8703186569,14
42440987,8703186569,14
41759491,41573941,14
41724428,41573941,14
337912090,41573941,14
5244080042,8703186569,14
41918786,41501559,14
331857576,7243234049,14
41507071,5078563599,14
2301557404,8703186571,14
41493605,2974049890,14
42211309,5078563599,14
41740835,5078563599,14
41495557,41501559,14
41969600,5078563599,14
42376147,41501559,14
41190606,41573941,14
2301557249,8703186571,14
41859250,41501559,14
41653487,41573941,14
41594790,5078563599,14
41850193,8703186569,14
41547945,41573841,14
42241427,41501559,14
5634899234,2714317928,14
41812302,41573941,14
41811167,8703186569,14
42553758,41501559,14
42228447,2974049890,14
41884866,41573841,14
41925931,41501559,14
41520528,2714317928,14
2263218334,41501559,14
8660516974,41573941,14
41859265,41501559,14
41593400,8703186569,14
41835346,41501559,14
42306265,2974049890,14
2263218331,41501559,14
42409007,2714317928,14
41812307,41573941,14
41694466,8703186571,14
42439033,2974049890,14
41578406,2714317928,14
41584925,8703186571,14
42325425,330683940,14
3931741094,8703186571,14
41707754,2714317928,14
41850120,8703186571,14
3363564259,8703186571,14
42477799,41573841,14
320996660,41501559,14
42561851,2974049890,14
41866491,41501559,14
41759046,41573941,14
42716132,8703186571,14
3730401506,5078563599,14
338955251,41573941,14
252358998,8703186571,14
41695442,41573941,14
1507966921,7243234049,14
41751672,41501559,14
41567534,2974049890,14
41937071,330683940,14
41520533,330683940,14
42404825,5078563599,14
41937058,2714317928,14
41896220,5078563599,14
41543949,2714317928,14
3520951386,5078563599,14
41884742,5078563599,14
42430522,41573841,14
3846105375,8703186571,14
41851738,8703186569,14
41707807,2714317928,14
2263218315,41501559,14
3029060836,2974049890,14
41710743,5078563599,14
41190732,41573941,14
42024281,7241586275,14
41190735,41573941,14
42477934,5078563599,14
42310949,5078563599,14
41751642,41501559,14
41712835,8703186571,14
8691333364,41573941,14
41719309,41573941,14
41751189,5013837645,14
41520584,330683940,14
41746551,41573995,14
2300216541,7241586275,14
41883132,7241586275,14
41926963,41501559,14
3931741097,8703186571,14
1617023315,2714317928,14
41653764,41573941,14
41585537,8703186571,14
41710740,5078563599,14
42388165,41501559,14
7246713188,41573841,14
41730218,41573941,14
41190607,41573941,14
41520594,330683940,14
41448042,41494603,14
41638604,41501559,14
41737232,2714317928,14
41503385,8703186571,14
41639390,41501559,14
1507966896,2714317928,14
41730223,41573941,14
41884684,41573841,14
330675446,41573985,14
41913739,2974049890,14
42024278,7241586275,14
41707812,2714317928,14
42306225,2974049890,14
41852310,8703186569,14
42310959,5078563599,14
42376215,41573841,14
4347470110,8703186571,13
3931741086,8703186571,13
3520950471,5078563599,13
41520536,330683940,13
3931741072,8703186571,13
41884690,41573841,13
8691333359,41573941,13
41520523,2714317928,13
41520525,2714317928,13
4346605144,2714317928,13
41913743,2974049890,13
41884724,41573941,13
41835347,41501559,13
42408991,2714317928,13
42376139,41501559,13
41954530,41501559,13
41683224,8703186569,13
5636780573,41573995,13
41520531,330683940,13
41677330,5078563599,13
41922810,5078563599,13
8691333365,41573941,13
41605270,2714317928,13
4347470090,8703186571,13
41535658,41573949,13
42686752,41573985,13
41709951,2714317928,13
41812304,41573941,13
41884185,41573941,13
41819063,5078563599,13
41520565,41967419,13
41683249,8703186571,13
41693598,41573941,13
41750023,41573841,13
41683235,8703186571,13
42271577,41573960,13
41602562,5078563599,13
42310955,5078563599,13
41633780,2974049890,13
41535634,8703186560,13
41736822,41573995,13
42203085,5078563599,13
41660272,41573941,13
42271601,41573941,13
41520581,330683940,13
2263218314,41501559,13
41520604,330683940,13
41896233,5078563599,13
41660276,41573941,13
41744473,41573841,13
41737231,2714317928,13
41535610,5078563599,13
41535606,5078563599,13
3983154738,41573949,13
41502753,41573841,13
41553427,41501559,13
2263218330,41501559,13
42228442,2974049890,13
41553429,41501559,13
41779209,41573841,13
3712430303,41573841,13
41896325,5013837645,13
41896321,41573985,13
252358799,8703186571,13
41535664,41573941,13
316001926,41573841,13
41819070,5078563599,13
42233464,41494603,13
41896226,5078563599,13
7757601572,7243234049,13
42454631,8703186571,13
42211722,5078563599,13
41654670,41573985,13
41633716,41588018,13
41529713,41573995,13
41520562,41588018,13
41547938,41573841,13
41859650,41588018,13
41884862,41573841,13
41594789,5078563599,13
41672772,41573841,13
41655003,41494603,13
42271539,8703186569,13
5636780528,41573995,13
42271562,41573841,13
41501600,41501559,13
41926961,41501559,13
331857329,7243234049,13
41503383,8703186571,13
42022089,5078563599,13
41683561,7241586275,13
42281668,5078563599,13
41925928,41501559,13
42024227,41501559,13
5902812690,41501559,13
41190610,41573941,13
41495401,41573941,13
41731270,8703186569,13
6315979718,5013837645,13
41190810,41573941,13
6432748488,8703186569,13
41614453,2714317928,13
41587953,41573941,13
42404819,5078563599,13
41859239,41501559,13
42404824,5078563599,13
41495383,41573941,13
42404806,41501559,13
41495415,41573941,13
41543951,2714317928,13
42335561,41501559,13
315627193,41573841,13
42024000,5078563599,13
41614402,2714317928,13
41996906,2714317928,13
3846110810,8703186571,13
41956585,41573841,13
330675445,41573985,13
41614417,2714317928,13
41855858,5078563599,13
41495418,41573941,13
42022148,8703186569,13
3519288958,5013837645,13
317642363,41573841,13
41567533,2974049890,13
330675480,41573985,13
5902812709,41501559,13
41866486,41501559,13
42024086,8703186571,13
41866487,41501559,13
41811166,8703186569,13
41190739,41573941,13
42306222,2974049890,13
3843980496,5078563599,13
7246713189,41573841,13
42388158,41501559,13
42439030,2974049890,13
42011711,41573941,13
5969909162,41573995,13
42477716,41573941,13
41495330,5078563599,13
41850189,8703186569,13
41495327,5078563599,13
41691936,41573941,13
42306260,2974049890,13
2263218342,41501559,13
42439068,8703186571,13
41543813,2714317928,13
41883130,7241586275,13
42404828,5078563599,13
41876988,41494603,13
5634899224,2714317928,13
3857581410,5078563599,13
5634899221,2714317928,13
3363564262,8703186571,13
904384829,2714317928,13
3730401507,5078563599,13
41855193,2974049890,13
41937075,330683940,13
41653762,41573941,13
3574852339,7241586275,13
41719307,41573941,13
41553000,41573941,13
41719304,41573941,13
42306213,2974049890,13
41746546,41573995,13
42553810,41501559,13
41280990,41501559,13
42264058,41573941,13
315986031,41573841,13
41567905,2974049890,13
42413079,5078563599,13
7265020297,2714317928,13
42625412,5078563599,13
5199796218,41573941,13
41495552,41501559,13
41847696,41573941,13
7265020285,2714317928,13
41812217,330683940,13
42477963,41494603,13
41585535,8703186571,13
41994744,8703186571,13
3583644674,41967419,13
2714318001,41573995,13
5757681323,41501559,13
42404787,41501559,13
41778132,41588018,13
42413080,5078563599,13
6888510286,7243234049,13
41631179,41573841,13
41656935,8703186569,13
41538285,41494603,13
5636765565,41573985,13
5342375078,8703186569,13
320049941,8703186569,13
394924839,2714317928,13
5636765553,41573985,13
41495638,41494603,13
41656937,8703186569,13
41567512,2974049890,13
41740829,5078563599,13
41495631,7241586275,13
41896373,41501559,13
41631126,41494603,13
330699588,7243234049,13
42454864,5013837645,13
3363564004,41573841,13
41778143,8703186571,13
42413006,41573985,13
42376145,41501559,13
41778155,41573841,13
8660637444,41573941,13
3857585306,41573941,13
41495458,41573841,13
41593169,41494603,13
3029037955,5078563599,13
3857585307,41573941,13
8660637443,41573941,13
42306050,41501559,13
42023948,5078563599,13
41495447,5078563599,13
41567350,41573941,13
7590687582,2714317928,13
41633361,2974049890,13
41751670,41501559,13
41750524,41573941,13
41495465,41573841,13
1617022963,2714317928,13
42022414,41573841,13
41719586,41573941,13
41592064,7241586275,13
41592052,7241586275,13
41587882,7243234049,13
41847691,41573941,13
41691926,41573941,12
2263218432,41501559,12
41937025,2714317928,12
41543811,2714317928,12
42022061,41573841,12
2263218354,41501559,12
41495325,5078563599,12
2714317994,41573995,12
3467900149,8703186569,12
41740823,5078563599,12
41691930,41573941,12
41884853,41573841,12
320989810,41501559,12
41535673,41573841,12
41682190,41501559,12
2263218358,41501559,12
42376199,41573841,12
418969823,330683940,12
7265020286,330683940,12
7265020287,330683940,12
7265020288,2714317928,12
3574852336,7241586275,12
41609579,41501559,12
41744457,8703186560,12
42477914,41501559,12
41922808,5078563599,12
320989607,41501559,12
41695431,41573941,12
8691333342,41573941,12
6418508408,7243234049,12
41535662,41573941,12
6418508406,7243234049,12
41884818,41573841,12
252358885,8703186569,12
41632205,41573941,12
42022210,41573960,12
317649724,41494603,12
41495487,41573841,12
41641189,8703186569,12
41641191,8703186569,12
41495466,41573841,12
42419842,41573841,12
41961379,8703186571,12
41567866,2974049890,12
5636780539,41573995,12
41633712,41588018,12
41592166,2974049890,12
41495497,41494603,12
3029037956,5078563599,12
5636780535,41573995,12
41672771,41573841,12
41633360,2974049890,12
5697454668,2714317928,12
42001861,41573941,12
42264040,5078563599,12
42264047,5078563599,12
42264053,5078563599,12
41495494,41494603,12
5674141359,41573985,12
3844434014,8703186569,12
41414016,7243234049,12
41954516,41501559,12
339012828,41573960,12
42577031,2974049890,12
5636765554,41573985,12
41657037,5078563599,12
41495628,7241586275,12
41657039,5078563599,12
3846108780,8703186571,12
42576941,41588018,12
42413100,5078563599,12
42203076,5078563599,12
42576935,41588018,12
42485544,41573985,12
42235836,5078563599,12
41677331,5078563599,12
41611994,41573841,12
3642918621,41501559,12
4346605143,2714317928,12
339012599,41573949,12
41495541,8703186571,12
42280448,41573841,12
42693024,41967419,12
42214915,41494603,12
41495333,41501559,12
41190744,41573941,12
41609213,8703186569,12
317644228,41494603,12
41609214,8703186560,12
41535592,41501559,12
41609222,8703186560,12
41535607,5078563599,12
41495335,41501559,12
41650318,41573841,12
41535632,8703186569,12
42264081,41573841,12
41494587,41494603,12
41529706,41573995,12
42022223,41573941,12
41819409,8703186560,12
3712430301,41573841,12
41594787,5078563599,12
2263218329,41501559,12
41563464,330683940,12
41691935,41573941,12
42203025,5078563599,12
41502750,41573841,12
41190750,41573949,12
6442049053,2714317928,12
5080817378,2714317928,12
42001941,2974049890,12
2626674345,2714317928,12
42693020,41967419,12
41501599,41501559,12
41495412,41573941,12
42027003,8703186571,12
6315979716,5013837645,12
41495405,41573941,12
41779208,41573841,12
41714382,5013837645,12
255944372,2714317928,12
41744471,41573841,12
41495398,41573941,12
41190600,41573941,12
41495386,41573941,12
3983154742,41573949,12
42271393,5078563599,12
6442049054,2714317928,12
42038831,41573841,12
3712430300,41573841,12
330683981,41573985,12
1508153996,7243234049,12
42306073,41501559,12
42553798,41501559,12
42585072,41573841,12
42351096,41588018,12
42404815,41573985,12
42023957,5078563599,12
41652829,41573841,12
41746544,41573995,12
41652831,41967419,12
316505136,41573841,12
41638547,41573941,12
42023994,5078563599,12
41876928,41494603,12
330699444,7243234049,12
8660637445,41573941,12
41719583,41573941,12
41614401,2714317928,12
42211328,41501559,12
41783301,41588018,12
41835322,41501559,12
41978143,41573941,12
315985982,41573841,12
41848930,41967419,12
317690005,41588018,12
5199796219,41573941,12
41552996,41573941,12
904384725,2714317928,12
41994741,8703186571,12
42024138,41573941,12
41859243,41501559,12
41876992,41494603,12
41736818,41573995,12
42404769,41501559,12
41538283,41494603,12
42211334,41501559,12
41683238,8703186571,12
42024208,41501559,12
41638600,41501559,12
7264975984,2714317928,12
5147302859,41573995,12
42194506,5078563599,12
316505333,41573841,12
41850186,8703186569,12
42024214,41501559,12
315626827,41573841,12
330683927,41573985,12
5969909161,41573995,12
42306257,2974049890,12
42306210,2974049890,12
42024119,41573941,12
41896228,5078563599,12
5634899227,2714317928,12
41655001,41494603,12
41882772,41573941,12
41631120,41573841,12
330699578,7243234049,12
42423966,41573841,12
3790099304,41501559,12
41614415,2714317928,12
41585542,8703186571,12
7264975967,2714317928,12
41653471,5078563599,12
41638608,8703186569,12
3857585304,41573941,12
41683560,7241586275,12
3931749474,8703186571,12
41653464,5078563599,12
41653467,5078563599,12
418954916,2714317928,12
41778129,41588018,12
41851779,5078563599,12
41520761,41573941,12
8897337439,2974049890,12
41602753,41573985,12
41535706,41501559,12
3940273401,8703186569,12
41619134,41573941,12
41859682,41573841,12
41896330,5013837645,12
41855857,5078563599,12
338958448,7241586275,12
316001924,41573841,12
41588858,41573841,12
41520539,330683940,12
41819067,5078563599,12
41819060,5078563599,12
41602564,41573906,12
41851770,41573932,12
3931741102,8703186571,12
41851782,5078563599,12
41588862,41573841,12
41683247,8703186571,12
4170144650,41573941,12
41520578,330683940,12
41535870,41494603,12
41602751,5013837645,12
315636277,41573841,12
42454868,41494603,12
41795550,41494603,12
5757681324,41501559,12
42376140,41501559,12
6316380019,41573985,12
41683243,8703186571,12
42355044,5078563599,12
1617022826,2714317928,12
42211718,5078563599,12
42355050,5078563599,12
41520521,2714317928,12
41941613,41573841,11
5697454674,2714317928,11
315898467,41967419,11
41896332,5013837645,11
41672744,41573841,11
41563633,41588018,11
41662494,41573841,11
7907677786,41501559,11
42203068,5078563599,11
42490181,41494603,11
41609218,8703186560,11
41641489,41967419,11
3931743884,8703186571,11
41672739,41573841,11
7113684146,41501559,11
41859644,41588018,11
41989614,4084525376,11
42386965,2974049890,11
330683928,41573985,11
41535868,41494603,11
330683979,41573985,11
41190746,41573941,11
41878880,41573985,11
3931749473,8703186571,11
3981260837,7241586275,11
5697454679,2714317928,11
3931749477,8703186571,11
41190754,41573949,11
42001935,2974049890,11
41563718,41501559,11
41909010,41573841,11
5674141367,41573985,11
41657031,8703186569,11
41670690,41573841,11
41641212,8703186569,11
41592053,7241586275,11
41719619,41573932,11
3613374067,330683940,11
3846108776,8703186571,11
41563697,41501559,11
4347479713,8703186569,11
41563709,41501559,11
42214910,41494603,11
3299517567,2714317928,11
3642918618,41501559,11
41563711,41501559,11
5398668044,7243234049,11
5398668050,7243234049,11
5398668057,7243234049,11
3838780262,8703186569,11
41941905,41573841,11
42038846,41967419,11
41968288,8703186569,11
5757680607,41501559,11
8897337438,2974049890,11
41994763,41494603,11
41632204,41573941,11
42468910,7243234049,11
41588860,41573841,11
41563720,41501559,11
42264030,5078563599,11
42489542,41967419,11
42203022,5078563599,11
41563636,41588018,11
42001870,41573941,11
42203019,5078563599,11
41989621,4084525376,11
8918491602,2974049890,11
42023965,5078563599,11
5902812759,41501559,11
42467549,41588018,11
5636765561,41573985,11
41896359,41573995,11
42306076,41501559,11
42018136,2974049890,11
316505285,41573841,11
41653461,5078563599,11
42388140,41501559,11
5665460110,2714317928,11
4321248003,41501559,11
41602749,5013837645,11
41619151,41573941,11
7256353647,41573841,11
7256353648,41573841,11
320048934,8703186569,11
41495626,7241586275,11
42454844,5078563599,11
320048969,8703186569,11
42413098,5078563599,11
1617022832,2714317928,11
4636339214,5013837645,11
5757681325,41501559,11
41495395,41573941,11
41495505,41494603,11
6453652431,2714317928,11
41634961,8703186571,11
41495484,41573841,11
41495472,41573841,11
41881760,41573941,11
41849013,41967419,11
41495409,41573941,11
41495407,41573941,11
3029035886,5078563599,11
41881789,41573941,11
41881791,41573941,11
5081771610,5078563599,11
42271524,41494603,11
41913925,41967419,11
41602566,41573906,11
3712430302,41573841,11
1507966929,7243234049,11
41520505,2714317928,11
1507966926,7243234049,11
41520509,2714317928,11
42430549,41573841,11
42545211,41573841,11
41520518,2714317928,11
42266877,41501559,11
41520542,330683940,11
41759035,41573941,11
5636780375,41573995,11
3845983662,8703186571,11
41594785,5078563599,11
42414429,41501559,11
41594781,5078563599,11
41594780,5078563599,11
8447095134,330683940,11
41730069,330683940,11
3845983680,8703186571,11
8891256279,41967419,11
41520624,2974049890,11
41660270,41573941,11
41501595,41501559,11
41775506,5078563599,11
41190597,41573941,11
41495390,41573941,11
41494584,41494603,11
41937151,2974049890,11
41631073,41573841,11
41585543,8703186571,11
41593172,41494603,11
320989524,41501559,11
41631063,41573841,11
42022125,41494603,11
42022136,41494603,11
41672733,41573841,11
42477853,41573841,11
5736445201,5013837645,11
41653465,5078563599,11
5736445202,5013837645,11
41661724,5078563599,11
41533533,2714317928,11
42024198,41501559,11
41937117,2974049890,11
42477784,41573841,11
42022189,8703186569,11
41937033,2714317928,11
42477703,41573941,11
3844434015,8703186569,11
41563458,330683940,11
42575959,41967419,11
41563460,330683940,11
41563472,2714317928,11
3790080686,2974049890,11
42024296,41501559,11
41576900,7243234049,11
41631113,41573841,11
42022074,41501559,11
41533538,330683940,11
41714380,5013837645,11
41533544,330683940,11
41495338,41501559,11
3846017371,41573841,11
41746542,41573995,11
41691934,41573941,11
41495323,5078563599,11
41495322,5078563599,11
321278392,5078563599,11
42553791,41501559,11
3574852335,7241586275,11
42585037,41573841,11
42271431,41573841,11
41652827,41573841,11
42585023,41573841,11
5162799725,2714317928,11
42022057,41573841,11
42273726,41573841,11
41710761,5078563599,11
2714317993,41573995,11
41876940,41494603,11
41876922,41494603,11
42022068,5078563599,11
41740821,5078563599,11
41859637,41967419,11
1698683852,330683940,11
41896229,5078563599,11
41851823,41501559,11
41639368,41501559,11
2263218381,41501559,11
41851751,41573949,11
41744453,41573902,11
42580211,41573941,11
41695429,41573941,11
41736816,41573995,11
41695420,41573941,11
2263218428,41501559,11
41638563,41573941,11
41851767,41573932,11
41638639,41573841,11
4170144647,41573941,11
41884838,41573841,11
41632057,41573841,11
42612878,5078563599,11
41835318,41501559,11
41744505,5078563599,11
41535627,41501559,11
41744498,5078563599,11
41835331,41501559,11
8691333340,41573941,11
41589345,8703186569,11
41744501,5078563599,11
41744455,8703186560,11
42354882,41573841,11
42026999,8703186571,11
42612966,41573932,11
42026995,8703186571,11
42409036,2974049890,11
41835319,41501559,11
1840684698,2714317928,11
3983465565,330683940,11
5080816830,2714317928,11
2263218397,41501559,11
41638544,41573960,11
3101231133,7243234049,11
41662590,2714317928,11
42584100,41573902,11
41535703,41501559,11
41869260,41573841,11
41655000,41494603,11
41638610,8703186569,11
41819056,5078563599,11
5147302861,41573995,11
5031629683,5078563599,10
42652505,41588018,10
41881758,41573941,10
41631107,41573841,10
41593177,41494603,10
321278117,5078563599,10
41736812,41573995,10
2263218384,41501559,10
1617023066,2714317928,10
42022077,41501559,10
3029035887,5078563599,10
41849016,41967419,10
41835312,41501559,10
41819415,8703186560,10
337896521,41573941,10
41535666,41573841,10
42712473,41588018,10
42355141,41573932,10
42689640,41967419,10
3931749472,8703186571,10
42712482,41588018,10
41495392,41573941,10
41812293,41573941,10
41563717,41501559,10
41876919,41494603,10
41546636,330683940,10
42612297,5078563599,10
41670686,41573841,10
42405014,41573932,10
5697454669,2714317928,10
7478185928,7243234049,10
5757681322,41501559,10
41633351,2974049890,10
41783250,41588018,10
41855169,2974049890,10
41495479,41573841,10
42023979,5078563599,10
316505337,41573841,10
41689923,2704829986,10
41495474,41573841,10
42040209,7243234049,10
42645617,41501559,10
42009170,330683969,10
41634950,8703186571,10
42312560,41573949,10
41989616,4084525376,10
1497998206,7243234049,10
9051018262,41501559,10
41650325,41573841,10
42264111,41573841,10
8937701876,8703186571,10
42263991,5078563599,10
41638549,41573941,10
4347900903,7241586275,10
41859619,41967419,10
3299517573,2714317928,10
41859616,41573941,10
41652814,41573841,10
41740813,5078563599,10
41994759,41494603,10
41719616,41573932,10
41631060,41573841,10
42585025,41573841,10
41662984,41573985,10
41641201,8703186569,10
42022121,41494603,10
41592054,7241586275,10
41585526,41494603,10
41683537,7241586275,10
41740818,5078563599,10
41638557,41573941,10
42001732,2714317928,10
42477892,41501559,10
41710758,5078563599,10
41615729,330683940,10
2714317990,41573995,10
41631069,41573841,10
41585530,41494603,10
41710764,5078563599,10
41698525,41573841,10
7113684137,41501559,10
42537653,41573941,10
4347479699,8703186571,10
41641490,41967419,10
41653460,5078563599,10
3574852332,7241586275,10
41495341,41501559,10
41533580,41501559,10
41533540,330683940,10
41585533,41494603,10
41533545,330683940,10
41495358,41501559,10
4347479715,8703186569,10
7256353589,41573841,10
41641498,41573841,10
41638569,5078563599,10
2263218328,41501559,10
41495344,41501559,10
41502726,41573841,10
41495340,41501559,10
41714377,5013837645,10
42018131,2974049890,10
41746539,41573995,10
41695416,41573941,10
42584047,41573902,10
41563692,41501559,10
2263218370,41501559,10
41552992,41573941,10
41641492,41967419,10
41535652,8703186571,10
42264087,41494603,10
41778115,8703186571,10
41654990,41494603,10
3846017372,41573841,10
42354986,41573902,10
5398668051,7243234049,10
41565331,41573995,10
41660284,41573941,10
42515054,2704829996,10
42236537,41967419,10
41691005,41573946,10
41896335,5013837645,10
41501594,41501559,10
41520626,2974049890,10
7755610842,7243234049,10
41632059,41573841,10
41761945,41573880,10
315620556,41573841,10
41775502,41573906,10
41909009,41573841,10
6701033514,330683969,10
41638585,5078563599,10
3712803330,5013837645,10
41494583,41494603,10
41779054,8703186569,10
2941419917,2714317928,10
41995466,330683940,10
41913924,41967419,10
339020077,41573960,10
42203016,5078563599,10
41913929,41967419,10
6453652435,2714317928,10
41655990,41501559,10
41588854,41573841,10
2819230448,41573985,10
41520754,41573941,10
41875702,330683940,10
41190758,41573949,10
41851814,41573949,10
8935086638,41573841,10
42414436,41501559,10
1507966936,7243234049,10
41859643,41588018,10
330683929,41573985,10
41520506,2714317928,10
41654686,41573985,10
41878878,41573985,10
42022271,41573941,10
41851836,41501559,10
41520515,2714317928,10
42388132,41501559,10
41535701,41501559,10
42561810,2974049890,10
41819122,5078563599,10
41759032,41573941,10
41712811,41588018,10
41662598,330683940,10
41520549,2974049890,10
41869290,41967419,10
41520556,2974049890,10
41695219,330683940,10
41941592,41573841,10
41594783,5078563599,10
1698683826,330683940,10
42355069,8703186569,10
41594778,5078563599,10
315898003,41967419,10
41859635,41967419,10
41866482,41501559,10
42490152,41494603,10
6177484311,8703186571,10
41563475,2714317928,10
3101265641,2714317928,10
41954481,41501559,10
42408022,4084525376,10
41494635,41494603,10
41657016,8703186560,10
3931749478,8703186569,10
41894623,41573949,10
42576989,8703186569,10
41657029,8703186569,10
2625359008,330683940,10
41914128,4084525376,10
42355115,41573960,10
317649560,41494603,10
42480293,41573995,10
41657044,8703186569,10
41744452,41573902,10
41584918,41588018,10
42355126,41573941,10
41824974,41573946,10
1499493843,7243234049,10
41670689,41573841,10
5725212539,5013837645,10
5757681326,41501559,10
41495531,8703186571,10
5398668040,7243234049,10
41495523,41494603,10
5398668045,7243234049,10
5064922722,8703186571,10
41495508,41494603,10
42271374,41494603,10
41638612,8703186569,10
41744507,5078563599,10
42354888,41573841,10
41563456,330683940,10
41662587,2714317928,10
41914053,41588018,10
3983483491,330683940,10
255929786,7243234049,10
42396922,41573941,10
41619150,41573941,10
41602747,5013837645,10
41954489,41501559,10
41565985,5078563599,10
41591433,41573949,10
42577079,2974049890,10
41535617,41501559,10
41781040,41573841,10
4321248019,41501559,10
41956629,41573841,9
41884887,41573841,9
42341651,7243234049,9
41662596,330683940,9
41941518,8703186569,9
41859604,41573949,9
41265242,7243234049,9
42580101,41588018,9
316505347,41573841,9
41662611,4084525376,9
316505348,41573841,9
41884894,41573841,9
41638587,41501559,9
8997529570,41494603,9
41997747,2704829986,9
41638583,5078563599,9
315643264,41573841,9
41638598,41501559,9
42530102,41588018,9
41585528,41494603,9
6701033511,330683969,9
6701033513,330683969,9
41925978,5078563599,9
42401012,5078563599,9
2819230452,41573985,9
337701109,2704829986,9
42707188,41588018,9
41494580,41494603,9
41514178,41573841,9
41563455,330683940,9
256518262,2974049890,9
41662609,330683940,9
41957916,41573841,9
41710782,5078563599,9
41859612,41573941,9
41535643,41573941,9
5258562214,2714317928,9
41654988,41494603,9
